aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium
3.82,7.05,0.04,2.37,0.00,7.34,0.19,0.84,0.64,0.00,0.00,0.07,7.28,1.42,0.00,31.54,6.56,0.07,0.12,0.05
1.78,12.22,0.87,3.93,0.03,4.04,0.07,1.89,0.17,0.00,0.00,0.12,16.79,1.43,0.01,19.67,3.75,0.07,0.32,0.02
3.52,23.90,0.02,2.77,0.00,1.07,0.54,1.35,1.03,0.00,0.00,0.07,13.92,1.31,0.00,12.23,2.42,0.05,0.23,0.00
3.40,14.20,0.42,1.98,0.07,8.42,0.28,1.86,0.45,0.00,0.00,0.19,1.38,1.74,0.00,46.43,7.29,0.07,0.02,0.01
4.19,20.35,0.01,1.47,0.00,3.09,0.52,1.68,1.40,0.00,0.00,0.16,10.88,1.54,0.01,19.88,4.21,0.09,0.17,0.06
0.42,24.97,0.07,3.73,0.02,1.00,0.79,0.72,0.87,0.00,0.00,0.03,19.35,1.21,0.00,27.61,0.40,0.08,0.31,0.04
3.47,6.99,0.03,1.43,0.01,5.98,0.36,1.95,1.48,0.00,0.00,0.18,3.84,1.67,0.01,43.75,7.70,0.06,0.44,0.08
0.84,25.14,0.47,1.22,0.01,5.60,0.21,0.03,1.27,0.00,0.00,0.04,17.08,1.36,0.01,6.52,4.72,0.05,0.20,0.07
0.50,8.16,0.02,2.43,0.01,0.57,0.88,0.69,1.32,0.00,0.00,0.10,13.78,1.51,0.01,33.36,5.29,0.06,0.46,0.00
1.80,4.20,1.05,3.17,0.02,6.04,0.47,1.53,1.25,0.00,0.00,0.16,11.40,2.01,0.00,44.13,6.79,0.06,0.12,0.04
0.03,9.43,0.04,3.30,0.00,7.49,0.48,1.85,0.88,0.00,0.00,0.07,2.78,1.18,0.01,15.50,4.59,0.10,0.39,0.06
1.04,28.14,0.45,3.74,0.02,2.59,0.65,0.25,1.16,0.00,0.00,0.19,11.94,1.23,0.01,21.50,6.19,0.03,0.17,0.07
0.31,29.31,0.04,1.42,0.01,7.37,0.89,0.34,0.61,0.00,0.00,0.08,0.54,1.06,0.00,13.04,2.95,0.04,0.02,0.05
1.91,24.76,0.51,1.32,0.13,5.90,0.85,1.09,0.97,0.00,0.00,0.05,3.69,1.66,0.01,57.83,5.19,0.04,0.08,0.08
0.49,25.46,0.01,2.03,0.00,1.03,0.56,1.42,1.03,0.00,0.00,0.01,10.99,1.47,0.01,6.02,1.38,0.06,0.19,0.06
4.89,0.28,0.76,3.52,0.04,8.08,0.27,1.74,0.36,0.00,0.00,0.19,4.95,2.49,0.00,56.36,2.30,0.06,0.22,0.06
4.76,23.47,0.03,3.01,0.01,7.72,0.04,1.97,0.12,0.00,0.00,0.12,10.85,1.09,0.00,16.15,5.97,0.08,0.20,0.01
3.14,8.11,0.29,3.80,0.05,4.76,0.33,1.94,0.78,0.00,0.00,0.10,12.81,1.75,0.01,48.89,7.62,0.02,0.33,0.04
3.42,19.72,0.00,1.76,0.00,2.25,0.20,1.85,1.43,0.00,0.00,0.09,4.43,1.15,0.00,2.61,2.61,0.03,0.08,0.04
0.59,0.18,0.30,2.53,0.05,5.30,0.86,1.96,0.84,0.00,0.00,0.01,4.28,1.36,0.01,26.28,5.48,0.10,0.15,0.01
3.79,5.45,0.02,2.79,0.01,5.64,0.29,0.67,0.25,0.00,0.00,0.17,6.98,1.39,0.00,41.33,3.08,0.06,0.49,0.02
0.34,23.64,0.53,3.45,0.02,6.44,0.87,1.41,0.37,0.00,0.00,0.09,5.37,1.91,0.01,27.35,1.89,0.06,0.13,0.08
0.06,2.05,0.05,2.76,0.01,0.83,0.54,0.28,0.93,0.00,0.00,0.18,17.17,1.58,0.00,46.00,4.85,0.01,0.27,0.02
1.77,29.70,0.44,1.97,0.08,7.53,0.77,1.32,1.30,0.00,0.00,0.09,4.98,1.68,0.00,30.56,4.87,0.07,0.49,0.03
1.72,16.43,0.01,0.97,0.01,0.11,0.68,1.46,0.93,0.00,0.00,0.17,8.14,1.77,0.01,13.79,0.06,0.08,0.18,0.02
3.34,14.00,0.29,2.79,0.02,4.41,0.36,1.60,0.15,0.00,0.00,0.01,14.11,1.66,0.01,38.27,2.96,0.04,0.33,0.00
0.60,24.21,0.01,2.56,0.00,3.84,0.44,1.88,0.45,0.00,0.00,0.13,4.08,1.67,0.00,37.48,1.34,0.01,0.13,0.07
2.64,27.44,0.38,1.38,0.09,7.28,0.38,1.24,0.14,0.00,0.00,0.03,19.58,1.59,0.00,42.92,1.74,0.03,0.15,0.01
4.55,29.14,0.02,3.83,0.00,5.66,0.34,1.95,1.18,0.00,0.00,0.08,0.44,1.12,0.01,21.86,4.88,0.08,0.04,0.01
0.27,9.62,0.64,3.64,0.12,5.32,0.06,1.17,0.90,0.00,0.00,0.13,2.97,1.50,0.01,59.89,4.23,0.00,0.03,0.01
2.25,6.71,0.01,1.66,0.01,1.82,0.14,1.63,0.26,0.00,0.00,0.14,2.11,1.47,0.01,10.56,1.20,0.00,0.45,0.00
0.16,2.87,0.58,2.04,0.11,7.55,0.23,1.44,0.17,0.00,0.00,0.10,14.84,1.95,0.01,25.94,4.17,0.08,0.18,0.03
0.67,6.22,0.03,1.63,0.00,5.54,0.32,0.47,0.90,0.00,0.00,0.04,3.67,1.47,0.00,12.85,6.24,0.09,0.47,0.05
2.40,6.82,0.66,1.87,0.10,7.56,0.47,0.33,0.82,0.00,0.00,0.09,2.09,1.48,0.00,24.19,0.45,0.03,0.30,0.05
4.27,17.65,0.01,2.96,0.01,2.92,0.09,0.00,1.25,0.00,0.00,0.01,16.44,1.88,0.01,0.77,0.19,0.07,0.29,0.02
4.09,0.88,0.46,1.71,0.05,4.85,0.24,1.66,0.64,0.00,0.00,0.12,13.18,1.30,0.01,32.60,3.65,0.05,0.37,0.02
2.16,14.73,0.01,2.63,0.01,1.02,0.29,0.76,0.47,0.00,0.00,0.18,12.61,1.12,0.01,26.80,4.45,0.07,0.19,0.07
3.65,8.14,0.81,2.54,0.12,1.50,0.08,1.89,0.65,0.00,0.00,0.01,13.96,1.90,0.00,23.73,5.78,0.08,0.04,0.07
3.47,6.12,0.02,0.91,0.00,0.65,0.04,1.64,0.78,0.00,0.00,0.09,0.62,1.11,0.01,34.59,3.00,0.00,0.23,0.03
3.76,15.08,0.52,3.31,0.04,0.12,0.54,0.59,0.54,0.00,0.00,0.12,17.73,1.51,0.00,27.71,7.03,0.03,0.08,0.00
2.66,1.01,0.00,2.35,0.01,1.77,0.70,1.95,0.48,0.00,0.00,0.17,15.72,1.48,0.01,27.97,0.53,0.05,0.21,0.07
0.66,8.61,0.94,3.39,0.08,7.38,0.43,0.70,0.80,0.00,0.00,0.10,19.36,2.20,0.00,41.47,5.96,0.05,0.08,0.00
4.87,26.26,0.01,0.18,0.00,2.14,0.08,1.81,0.92,0.00,0.00,0.02,0.35,1.70,0.01,2.59,4.98,0.03,0.30,0.01
0.84,16.55,0.68,2.78,0.12,1.38,0.04,1.75,0.76,0.00,0.00,0.09,13.55,1.32,0.01,37.88,2.66,0.05,0.27,0.04
3.88,10.66,0.01,3.45,0.01,1.45,0.01,1.22,1.23,0.00,0.00,0.14,0.92,1.19,0.00,34.36,5.17,0.02,0.23,0.04
3.84,17.72,0.95,2.91,0.07,6.99,0.03,0.11,0.21,0.00,0.00,0.06,3.35,2.07,0.01,29.26,6.56,0.10,0.06,0.05
0.34,16.82,0.05,2.30,0.00,1.51,0.12,1.05,0.86,0.00,0.00,0.11,0.23,1.48,0.01,27.45,7.65,0.08,0.19,0.03
3.10,22.33,0.27,1.54,0.02,6.03,0.86,1.72,0.81,0.00,0.00,0.15,3.50,1.87,0.00,41.09,7.27,0.02,0.24,0.05
0.02,19.33,0.00,1.19,0.00,2.54,0.42,0.38,0.47,0.00,0.00,0.18,18.79,1.54,0.01,18.24,7.17,0.06,0.45,0.02
0.89,2.70,0.80,2.07,0.10,4.65,0.72,0.06,0.04,0.00,0.00,0.08,11.23,2.03,0.00,47.85,2.41,0.08,0.04,0.04
0.93,15.17,0.02,0.82,0.00,1.58,0.45,1.46,0.45,0.00,0.00,0.20,15.13,1.90,0.00,7.93,4.86,0.05,0.04,0.06
2.03,1.40,0.66,4.38,0.10,3.71,0.79,1.37,0.62,0.00,0.00,0.11,8.21,1.64,0.01,2.03,4.38,0.05,0.29,0.05
3.67,27.89,0.02,3.81,0.01,1.36,0.08,1.24,0.66,0.00,0.00,0.18,2.19,1.20,0.01,9.83,6.17,0.01,0.07,0.07
4.23,22.03,0.67,2.41,0.08,5.91,0.68,0.34,0.12,0.00,0.00,0.14,13.54,1.22,0.00,8.36,2.38,0.06,0.19,0.04
2.74,16.69,0.02,1.40,0.00,1.35,0.57,1.43,1.39,0.00,0.00,0.12,5.46,1.76,0.00,24.43,1.42,0.04,0.05,0.07
3.32,7.24,0.14,0.98,0.08,4.75,0.23,0.77,0.68,0.00,0.00,0.09,14.06,1.84,0.00,3.32,0.34,0.06,0.34,0.00
2.36,18.71,0.01,0.10,0.00,5.83,0.70,1.32,0.95,0.00,0.00,0.16,11.75,1.27,0.00,28.19,0.15,0.05,0.38,0.04
0.64,13.62,0.38,1.50,0.06,6.75,0.17,0.57,1.33,0.00,1.00,0.07,17.28,1.64,0.00,48.49,5.45,0.08,0.48,0.08
2.72,2.22,0.00,3.32,0.00,7.85,0.06,1.69,1.37,0.00,0.00,0.16,2.65,1.90,0.01,41.23,1.80,0.04,0.09,0.01
0.41,2.10,0.81,2.40,0.07,6.55,0.32,1.46,0.94,0.00,0.00,0.14,8.08,1.60,0.01,29.77,5.92,0.10,0.11,0.00
3.54,28.57,0.03,1.00,0.01,4.96,0.66,0.80,0.91,0.00,0.00,0.05,9.65,1.42,0.01,12.48,7.93,0.09,0.42,0.01
1.45,5.33,0.92,3.19,0.01,0.90,0.52,1.84,1.48,0.00,0.01,0.14,19.56,2.28,0.00,5.56,6.88,0.00,0.47,0.08
0.52,0.40,0.00,2.15,0.01,7.18,0.11,0.53,1.05,0.00,0.00,0.08,11.50,1.32,0.01,6.70,5.65,0.07,0.38,0.05
1.51,10.01,0.48,2.07,0.04,7.02,0.40,0.68,0.79,0.00,0.00,0.01,7.57,1.40,0.01,54.37,7.92,0.01,0.33,0.02
2.46,9.90,0.00,1.09,0.01,5.87,0.57,0.37,0.95,0.00,0.00,0.07,2.98,1.95,0.00,26.27,4.53,0.02,0.11,0.02
2.07,27.55,0.68,3.11,0.09,4.74,0.41,0.78,0.33,0.00,0.50,0.18,17.14,1.94,0.00,55.91,3.48,0.00,0.42,0.02
0.18,21.12,0.04,0.61,0.01,1.99,0.25,0.83,1.09,0.00,0.00,0.08,5.88,1.46,0.00,27.44,4.60,0.06,0.04,0.01
0.05,25.48,0.43,3.88,0.12,0.76,0.30,1.39,1.30,0.00,0.01,0.08,9.35,1.79,0.01,28.76,7.21,0.09,0.22,0.08
2.50,9.49,0.03,3.44,0.00,0.51,0.08,0.16,0.39,0.00,0.00,0.04,17.20,1.21,0.01,22.13,4.07,0.02,0.41,0.06
0.98,20.18,0.24,3.63,0.09,5.56,0.88,1.89,1.05,0.00,0.83,0.18,1.80,1.54,0.00,44.83,0.90,0.07,0.04,0.07
2.36,13.67,0.04,3.10,0.01,4.47,0.60,0.88,0.28,0.00,0.00,0.10,7.35,1.34,0.00,15.06,6.35,0.03,0.29,0.08
4.05,21.03,0.05,3.38,0.09,1.49,0.52,0.06,0.14,0.00,0.66,0.14,0.94,1.89,0.01,22.26,6.84,0.02,0.46,0.05
2.48,3.90,0.02,2.85,0.01,7.93,0.29,0.29,0.57,0.00,0.00,0.15,16.29,1.96,0.00,2.64,0.79,0.04,0.03,0.00
4.53,11.74,0.34,3.55,0.06,6.69,0.14,1.99,1.44,0.00,0.00,0.10,4.27,2.29,0.01,35.22,2.12,0.02,0.49,0.04
0.68,28.29,0.03,3.45,0.01,3.83,0.04,1.04,1.36,0.00,0.00,0.16,12.25,1.27,0.01,13.93,6.59,0.06,0.11,0.04
0.11,18.38,0.04,2.77,0.11,5.40,0.73,0.80,1.28,0.00,0.93,0.18,11.51,1.52,0.00,36.70,5.85,0.09,0.49,0.09
3.72,2.48,0.04,1.24,0.00,1.96,0.71,0.81,0.54,0.00,0.00,0.02,15.41,1.80,0.01,14.97,0.60,0.09,0.13,0.03
0.92,6.44,0.48,2.63,0.11,3.81,0.12,1.22,1.49,0.00,0.99,0.03,2.56,1.13,0.00,50.65,7.15,0.00,0.44,0.03
4.76,20.60,0.02,1.71,0.01,6.26,0.58,0.11,1.22,0.00,0.00,0.18,3.77,1.84,0.01,10.24,0.82,0.01,0.47,0.08
1.49,24.50,0.22,3.95,0.09,2.81,0.02,1.17,1.09,0.00,0.01,0.09,13.95,1.99,0.00,17.12,1.22,0.03,0.03,0.08
2.54,0.09,0.03,3.22,0.01,1.18,0.26,1.80,0.72,0.00,0.00,0.09,9.41,1.39,0.01,39.38,7.70,0.03,0.34,0.02
2.74,5.69,0.92,1.28,0.06,2.14,0.74,1.74,0.97,0.00,0.00,0.20,13.86,1.75,0.01,5.70,5.19,0.07,0.44,0.08
0.91,8.09,0.01,1.03,0.01,4.79,0.04,0.42,0.07,0.00,0.00,0.02,14.66,1.46,0.00,11.52,6.12,0.03,0.36,0.04
1.26,0.55,0.13,0.94,0.07,2.05,0.56,1.59,0.13,0.00,0.00,0.08,10.09,1.90,0.01,26.95,1.45,0.05,0.12,0.02
0.42,17.59,0.01,2.82,0.01,3.70,0.34,0.07,0.76,0.00,0.00,0.11,17.16,1.00,0.01,19.19,2.86,0.09,0.21,0.03
4.41,9.74,0.87,2.09,0.06,7.12,0.87,0.60,0.03,0.00,0.00,0.14,14.13,1.66,0.00,52.31,0.99,0.00,0.07,0.05
4.32,4.93,0.01,0.55,0.01,6.25,0.65,0.20,0.86,0.00,0.00,0.19,18.68,1.68,0.01,4.40,3.49,0.00,0.43,0.02
2.88,22.25,0.21,2.29,0.05,4.49,0.42,0.38,1.11,0.00,0.93,0.10,9.41,2.68,0.00,31.16,4.40,0.02,0.45,0.05
0.44,1.84,0.01,0.06,0.01,4.37,0.38,1.77,0.78,0.00,0.00,0.05,0.48,1.65,0.01,12.70,3.56,0.01,0.33,0.05
2.63,25.36,0.53,2.26,0.13,5.58,0.73,1.76,0.63,0.00,0.91,0.14,6.36,1.88,0.01,16.46,5.87,0.05,0.01,0.06
3.50,2.36,0.02,1.85,0.00,2.81,0.46,0.03,0.73,0.00,0.00,0.02,9.49,1.71,0.01,44.67,7.52,0.03,0.26,0.08
0.62,12.02,0.69,2.32,0.02,7.24,0.63,0.29,1.43,0.00,0.75,0.17,13.99,1.91,0.01,30.33,6.81,0.08,0.49,0.07
0.75,4.61,0.03,1.09,0.01,7.66,0.62,0.50,1.31,0.00,0.00,0.07,13.52,1.35,0.00,7.51,7.18,0.08,0.20,0.03
2.19,12.56,0.43,0.55,0.06,8.21,0.76,0.70,0.52,0.00,0.59,0.15,14.92,1.53,0.00,8.13,0.51,0.03,0.35,0.07
3.26,22.23,0.04,2.19,0.01,0.26,0.77,1.26,0.04,0.00,0.00,0.05,11.37,1.44,0.01,16.91,2.06,0.10,0.07,0.07
0.20,27.35,0.65,0.94,0.05,7.26,0.52,1.69,0.96,0.00,0.00,0.02,14.98,1.95,0.01,15.08,2.36,0.01,0.43,0.01
2.76,9.25,0.02,0.20,0.01,1.90,0.70,1.33,0.71,0.00,0.00,0.01,7.64,1.55,0.01,34.35,6.67,0.01,0.16,0.02
2.06,7.79,0.31,2.65,0.10,6.64,0.06,0.67,0.63,0.00,0.00,0.01,10.01,2.21,0.00,13.38,6.35,0.09,0.17,0.07
0.75,10.88,0.01,2.59,0.01,3.49,0.89,0.73,1.06,0.00,0.00,0.01,8.32,1.47,0.01,18.51,0.77,0.02,0.36,0.08
1.77,7.77,0.34,1.02,0.01,6.79,0.28,0.36,0.45,0.00,0.79,0.20,8.09,1.44,0.01,34.69,1.10,0.00,0.33,0.06
4.55,10.69,0.00,3.42,0.01,3.35,0.36,0.88,1.13,0.00,0.00,0.03,8.25,1.80,0.01,38.44,2.08,0.09,0.24,0.03
2.23,22.59,0.51,4.40,0.06,1.95,0.33,1.68,0.48,0.00,0.62,0.15,18.09,1.50,0.00,24.79,1.38,0.10,0.28,0.02
1.12,24.37,0.01,0.70,0.01,4.98,0.36,1.43,0.63,0.00,0.00,0.15,2.27,1.24,0.01,37.35,1.68,0.07,0.37,0.07
4.43,7.86,0.58,1.69,0.06,3.69,0.10,1.32,0.87,0.00,0.61,0.17,12.98,1.41,0.01,56.07,2.60,0.06,0.05,0.09
0.99,14.51,0.05,2.01,0.00,0.41,0.36,0.26,1.41,0.00,0.00,0.05,7.85,1.16,0.00,1.01,0.63,0.03,0.19,0.04
1.80,9.53,0.28,2.64,0.09,7.20,0.15,1.04,0.58,0.00,0.50,0.11,15.47,1.97,0.01,38.80,4.25,0.03,0.24,0.01
3.71,6.52,0.02,0.42,0.00,0.38,0.47,1.58,0.43,0.00,0.00,0.19,8.88,1.77,0.00,32.92,4.49,0.06,0.46,0.07
1.94,25.41,0.22,0.65,0.05,6.12,0.68,0.07,0.13,0.00,0.01,0.02,12.83,1.04,0.00,54.50,5.43,0.02,0.10,0.04
3.56,21.75,0.04,1.29,0.01,4.49,0.08,1.65,0.03,0.00,0.00,0.07,5.56,1.64,0.00,7.00,2.73,0.03,0.19,0.00
2.95,3.88,0.60,2.91,0.03,6.48,0.08,0.85,1.16,0.00,0.01,0.07,15.55,2.02,0.01,27.97,6.47,0.09,0.48,0.01
1.50,9.91,0.04,2.68,0.00,3.37,0.09,1.52,1.02,0.00,0.00,0.07,17.71,1.71,0.00,23.89,1.40,0.04,0.41,0.02
3.78,25.43,0.18,0.99,0.11,7.22,0.61,1.67,1.19,0.00,0.86,0.13,1.29,1.42,0.01,0.69,3.12,0.09,0.05,0.03
0.56,27.93,0.03,3.58,0.01,7.67,0.27,0.69,1.39,0.00,0.00,0.01,8.17,1.46,0.01,0.07,3.37,0.08,0.13,0.00
3.02,28.75,0.76,1.91,0.05,1.55,0.65,0.72,0.57,0.00,0.01,0.15,15.95,1.66,0.00,18.36,2.14,0.10,0.49,0.09
1.05,18.67,0.02,2.36,0.00,4.97,0.13,0.55,1.01,0.00,0.00,0.20,11.97,1.02,0.01,11.12,1.02,0.03,0.26,0.06
3.90,22.64,0.41,0.34,0.03,7.94,0.06,0.28,0.28,0.00,0.00,0.14,18.54,1.55,0.01,13.18,6.93,0.10,0.26,0.02
4.96,5.38,0.02,3.70,0.00,6.39,0.01,0.29,1.14,0.00,0.00,0.17,9.12,1.10,0.01,21.71,0.22,0.04,0.06,0.09
2.37,2.00,0.83,3.33,0.06,3.63,0.40,1.71,1.40,0.00,0.95,0.03,10.25,2.56,0.01,3.22,6.07,0.04,0.19,0.08
0.22,18.53,0.03,2.14,0.00,1.79,0.88,0.56,1.49,0.00,0.00,0.05,11.82,1.06,0.00,30.27,1.91,0.08,0.29,0.06
4.00,3.10,0.89,1.20,0.01,7.26,0.01,0.70,1.43,0.00,0.00,0.19,9.77,1.88,0.00,53.79,5.26,0.06,0.47,0.03
3.28,24.12,0.05,3.59,0.01,5.42,0.31,1.53,0.33,0.00,0.00,0.16,6.92,1.53,0.01,0.13,4.62,0.05,0.07,0.06
2.11,12.12,0.68,2.42,0.03,2.32,0.55,0.56,1.29,0.00,0.64,0.18,3.61,1.23,0.01,22.27,0.30,0.09,0.01,0.09
3.92,0.53,0.05,3.96,0.01,5.18,0.82,0.69,1.35,0.00,0.00,0.14,1.10,1.64,0.01,12.71,1.03,0.04,0.23,0.07
2.27,10.27,0.35,2.86,0.02,7.04,0.80,1.07,1.35,0.00,0.00,0.11,14.84,1.30,0.00,13.62,5.82,0.06,0.36,0.04
4.19,0.68,0.01,1.37,0.00,2.47,0.28,1.05,0.28,0.00,0.00,0.10,18.41,1.42,0.01,24.83,4.03,0.03,0.37,0.08
3.89,1.99,0.45,4.22,0.06,1.76,0.18,0.66,0.88,0.00,0.68,0.11,18.80,2.06,0.00,4.92,5.33,0.01,0.38,0.05
2.75,3.82,0.03,1.69,0.00,6.12,0.89,0.81,1.43,0.00,0.00,0.04,4.41,1.26,0.00,12.21,2.69,0.09,0.49,0.00
4.02,26.05,0.50,2.37,0.07,1.29,0.40,1.17,1.31,0.00,0.57,0.11,6.88,2.23,0.01,27.59,2.38,0.05,0.22,0.02
2.82,10.11,0.03,0.30,0.00,4.08,0.03,0.90,1.24,0.00,0.00,0.06,0.37,1.16,0.01,43.79,0.56,0.06,0.21,0.03
4.49,28.32,0.23,3.64,0.04,1.47,0.32,0.29,0.67,0.00,0.65,0.16,10.86,1.91,0.01,41.15,5.15,0.04,0.32,0.07
1.34,12.27,0.02,1.37,0.00,4.13,0.10,1.73,0.80,0.00,0.00,0.17,16.88,1.45,0.01,28.73,6.87,0.05,0.13,0.07
3.78,4.59,0.37,0.47,0.04,1.99,0.69,1.49,0.75,0.00,0.66,0.10,10.50,1.85,0.01,11.27,6.53,0.02,0.07,0.09
3.45,24.62,0.01,1.51,0.00,1.89,0.79,1.92,1.42,0.00,0.00,0.19,0.62,1.34,0.00,28.21,2.94,0.01,0.14,0.09
2.76,4.72,0.53,0.65,0.06,4.83,0.04,0.29,1.28,0.00,0.96,0.04,11.29,1.37,0.00,7.63,7.74,0.09,0.40,0.07
2.58,12.63,0.02,2.93,0.01,0.65,0.18,0.38,0.27,0.00,0.00,0.13,12.32,1.77,0.00,30.95,6.15,0.02,0.42,0.05
3.29,2.48,0.43,0.71,0.01,6.00,0.68,1.25,0.29,0.00,0.78,0.11,3.15,1.43,0.01,47.56,3.04,0.07,0.32,0.06
2.64,6.52,0.04,3.93,0.00,6.60,0.72,0.04,1.37,0.00,0.00,0.03,4.38,1.48,0.01,33.77,1.16,0.07,0.01,0.00
3.01,23.09,0.17,1.04,0.10,4.04,0.16,1.34,0.36,0.00,0.84,0.07,8.50,1.13,0.01,30.16,4.78,0.09,0.09,0.05
2.72,26.67,0.05,0.53,0.01,1.87,0.18,1.76,1.44,0.00,0.00,0.16,4.69,1.66,0.01,22.73,3.61,0.05,0.02,0.05
3.90,1.43,0.48,1.90,0.08,4.35,0.41,0.85,0.82,0.00,0.90,0.15,14.38,1.85,0.01,2.00,4.47,0.03,0.19,0.00
4.69,8.04,0.02,2.36,0.00,1.78,0.26,1.97,0.08,0.00,0.00,0.18,7.92,1.74,0.00,42.56,5.83,0.01,0.48,0.07
2.96,13.71,0.27,1.58,0.08,5.17,0.47,1.21,1.09,0.00,0.77,0.16,2.60,1.78,0.00,1.19,0.89,0.05,0.04,0.08
3.51,0.90,0.05,0.32,0.01,1.99,0.52,0.85,1.35,0.00,0.00,0.06,6.74,1.40,0.00,57.00,1.70,0.03,0.04,0.03
3.49,15.57,0.78,2.91,0.10,0.96,0.39,0.76,0.24,0.00,0.01,0.03,4.67,1.84,0.00,26.74,3.75,0.07,0.02,0.06
3.73,6.59,0.02,2.24,0.00,7.42,0.23,0.30,1.02,0.00,0.00,0.03,10.94,1.64,0.00,15.32,1.35,0.07,0.35,0.02
4.46,26.31,0.09,0.97,0.09,7.71,0.33,1.34,1.43,0.00,0.01,0.15,14.03,1.79,0.01,25.44,2.52,0.05,0.23,0.03
2.17,22.04,0.05,3.98,0.00,4.27,0.38,0.16,0.12,0.00,0.00,0.03,4.85,1.85,0.01,16.62,7.46,0.07,0.30,0.00
2.25,7.97,0.24,2.32,0.08,0.84,0.85,0.39,1.47,0.00,0.58,0.15,2.34,1.95,0.00,11.98,0.59,0.00,0.33,0.04
0.36,11.11,0.03,1.96,0.01,2.96,0.33,0.54,0.72,0.00,0.00,0.03,18.72,1.56,0.01,22.59,2.17,0.01,0.20,0.09
1.19,18.54,0.62,1.91,0.01,2.01,0.76,1.72,1.07,0.00,0.96,0.12,11.78,2.08,0.01,17.78,2.18,0.02,0.15,0.02
3.68,14.46,0.01,2.91,0.01,1.87,0.87,1.45,0.04,0.00,0.00,0.07,16.31,1.54,0.01,22.62,7.15,0.09,0.24,0.00
0.05,7.13,0.49,2.00,0.07,3.78,0.26,1.86,0.42,0.00,0.00,0.12,6.13,2.28,0.01,33.05,6.36,0.06,0.27,0.06
3.62,2.31,0.03,3.99,0.00,4.40,0.53,1.00,1.33,0.00,0.00,0.03,12.30,1.87,0.01,8.76,3.93,0.09,0.43,0.03
1.19,2.49,0.86,4.44,0.01,2.10,0.58,1.35,1.06,0.00,0.01,0.07,12.39,1.81,0.01,8.82,2.78,0.07,0.16,0.03
0.15,2.61,0.01,2.56,0.01,6.90,0.42,0.46,1.31,0.00,0.00,0.09,13.37,1.16,0.00,26.43,2.83,0.07,0.30,0.03
0.14,25.83,0.60,3.96,0.08,5.80,0.20,1.58,0.15,0.00,0.72,0.01,9.62,1.43,0.01,0.35,3.22,0.06,0.07,0.09
2.10,3.73,0.05,3.38,0.01,4.01,0.78,1.18,1.41,0.00,0.00,0.13,8.99,1.43,0.01,38.03,2.77,0.02,0.05,0.06
2.95,18.72,0.62,1.30,0.12,3.66,0.30,1.09,1.35,0.00,0.01,0.13,18.30,1.72,0.01,49.41,6.33,0.05,0.06,0.07
1.34,14.78,0.03,0.96,0.01,7.78,0.88,0.00,0.38,0.00,0.00,0.17,0.34,1.35,0.01,14.42,2.60,0.09,0.44,0.01
1.40,12.15,0.64,2.04,0.03,2.81,0.04,0.40,1.16,0.00,0.87,0.13,18.66,2.07,0.01,50.81,7.15,0.03,0.18,0.08
1.74,3.34,0.01,0.72,0.01,7.93,0.51,0.10,0.46,0.00,0.00,0.17,5.52,1.89,0.00,55.72,0.00,0.05,0.04,0.06
2.42,24.13,0.95,3.89,0.07,2.66,0.78,1.18,0.07,0.00,0.77,0.04,16.97,1.41,0.01,54.18,1.07,0.05,0.16,0.06
3.68,10.66,0.03,3.87,0.01,3.53,0.66,0.82,0.57,0.00,0.00,0.02,2.96,1.55,0.01,4.46,3.29,0.03,0.13,0.06
0.18,1.62,0.78,3.09,0.08,0.96,0.25,0.31,1.29,0.00,0.56,0.03,17.15,1.78,0.00,55.59,0.98,0.02,0.21,0.08
3.87,15.72,0.02,3.28,0.00,3.16,0.07,0.67,0.08,0.00,0.00,0.12,3.28,1.72,0.00,5.54,0.32,0.03,0.06,0.01
3.98,11.08,0.96,1.03,0.04,1.65,0.61,0.84,0.55,0.00,0.78,0.12,6.33,1.62,0.00,19.50,2.44,0.04,0.04,0.07
1.32,3.91,0.01,3.06,0.01,5.06,0.84,1.15,1.03,0.00,0.00,0.15,5.04,1.14,0.00,46.47,0.53,0.05,0.13,0.03
4.12,6.34,0.83,3.76,0.12,6.77,0.18,0.33,0.22,0.00,0.01,0.16,11.77,1.20,0.01,29.43,3.14,0.04,0.38,0.06
2.54,9.92,0.05,1.65,0.00,1.19,0.47,1.76,0.65,0.00,0.00,0.11,2.84,1.11,0.01,43.04,5.70,0.09,0.06,0.07
4.02,9.59,0.90,4.26,0.05,6.79,0.12,1.44,0.63,0.00,0.00,0.16,16.51,1.85,0.00,21.68,7.28,0.02,0.24,0.02
0.00,22.91,0.02,0.57,0.01,4.06,0.37,1.76,0.69,0.00,0.00,0.05,10.51,1.19,0.01,0.80,6.70,0.09,0.37,0.04
1.49,5.42,0.19,2.28,0.10,3.14,0.19,0.66,0.59,0.00,0.65,0.19,14.06,1.76,0.01,52.00,6.36,0.09,0.40,0.04
0.16,11.12,0.02,1.19,0.00,4.18,0.41,1.69,0.39,0.00,0.00,0.13,2.31,1.22,0.00,4.06,5.60,0.05,0.01,0.02
